sentence,review_title,Sentiment_Type
phillipcapital india couple events sofitel recent investor conference held 10 11 june 2016 entire event handled well team excellent services overall meeting rooms banquet halls nice spacious food good reservations team handled house guest bookings efficiently took good care guests needs,Two days business conference at Sofitel,1
extensively stayed hotel recommend enough one considering stopover mumbai staff absolutely incredible consistently willing go beyond call duty specific mention goes staff club millesime make stays memorable easier definitely home away home rooms spacious come amenities dream,Sonia wedding,1
enjoy dinner sofitel bkc tusker resturant super experiance around food super dishes gujaratrajsthani excellent pure veg hospitality excellent value money visit agaian,Residential Conference at Sofitel BKC,1
kudos entire team welcome team checkin procedure house keeping buffet breakfast check concierge team couldnt find fault big thanks bubble bath arrangement kids favourite dvds,Stylish Hotel,1
never prefer stay mumbai coz city full people traffic stay sofitel changed review near airport face traffic problems hotel comfortable home whole staff helpful attentive rooms comfortable food nice overall good experience,"Excellent stay, brilliant staff, would definitely stay here again",1
good service adequate rooms best touch illy espresso machine used hotels conference services excellent recommended meetings around bkc area conferences disappointment food café especially wine perhaps due local taxes rather expensive,Investor Conference,1
stayed family short weekend trip mumbai loved everything club room spa food staff welcoming definitely recommend hotel others,A fantastic hotel,1
room warm delightful feel bathroom spacious inviting staff ohsofriendly food jyran really exquisite sheesha refined flavoursome two thumbs hotel,SUPER EXPERIANCE,1
warm welcoming team pleasant ambience excellent interiors wide variety foods suits people different flavors excellent reception team makes choice stay pleasant time stay,Loved it,1
mumbai business stayed sofitel bkc total experience checkin checkout great food good particular breakfast good service provided hotel staff mention mr alex particular dosa corner excellent service stay,Appreciation,1
mumbai filthy city visited whole day outside filth humidity heat rain chaos sofitel heaven return sanity among chaos sofitel ok hotel stay extremely spoiling really recommend hotel right treat need day mumbai,good business hotel,-1
great hotel staff friendly rooms clean tidy excellent service provided housekeeping especially aniket mhabadi went ensure everything perfect room supplied extra amenities fruit requested keep good work raj,Loved it,1
recently revisited mumbai stay hotel 3rd time see good bef room clean tidy staff friendly breakfast dinner good cant miss tandoori particularly impressed escort service shuttle airport excellent female travelers thanks,Cosy and morroccon-like ambience For that perfect getaway from the chaos of the city,1
writing express appreciation quality services offered standard chartered bank sofitel clients attended banking seminar truly enjoyed ambience hospitality offered staff everything well taken care arranged quickly special thanks mentioned staff looked details dhir abu assistance banquet managers staff amar ganshyam sachin nitesh chef amar chef sanket morning bfast lip smacking savouries buffet food mutton accommodated pleasant surprise thanks look forward organising events future,Relaxing Experience,1
stayed modern luxurious hotel five nights nothing complain hotel around 15 minutes away airport cheap hotel transport air con free water soft drinks whilst staying need city business pleasure book hotel even ask driver take attractions will wait even come around highly recommend book long want used twice day going work days booked 4 hours another day 6 hours prices 3000 uk pounds 4000 uk pounds day good value thank melwyn d souza team leader airport services making,Homely Stay,1
usually stay sofitel s top hotel clean new lot different restaurant lounges time air france disn t deliver laguage hotel staff took care sending someone airport trying find suitcase took 2 days took care everything,Heaven to get back in the end of day,1
tuskers lunch friends amazing experience food delicious ambience great anything service provided mr rajesh fantastic looking forward coming,Great hotel and stay,1
lack words describe perfection stay regret working couldnt enjoy hotel full experience starts complimentary pick service driver will offer soft drinks pleasant drive check hassle dedicated personnel will see room comfortably quickly sort admin stuff got superior room included access millesime club free aperitivo free breakfast la carte personal butler ive cuddled treated stay large design room choice restaurants premium food especially indian restaurant nice door terrace food delightful experience sofitel alone made trip worth ps,Nice and cost hotel,1
dinner sofitel week amazing foodsuperb ambience excellent service special thanks excellent service provided anuj team member rajeshthanks lotwe 2 year old child us anuj rajesh ensured food requirements well taken care will surely come back fantastic experience hospitality,client event at Grand Salon,1
ambience amazing good customer service provided staff great time must go liesure good quality service different restaurant inside hotel worth going good vacation affordable price,Five star luxurious hotel 🌟🌟🌟🌟🌟,1
nice room comfortable bed good amenities practical bathroom coffee great room corner room provided peaceful quiet stay nice view window didnt need room service though,Best services ever,1
always wonderful dine tuskers pure vegetarian restaurant whether personal official guests taken care 100 mr narayan follows saying atithi devo bhav religiously mouthwatering food courteous staff awesome service restaurant industry one finest places dine city give expected every time thats wonderful thank much humble service,Tuskers- Sofitel,1
overall amenities provided conference room excellent day attend business conference experience good even food good overall service conference good,Best stay in the last 10 years,1
organised hi tea 45 pax sofitel mumbai june 29 16 corp client experience great service ambience staff food everything top notch grateful ms sashika rai organised planned everything well thank efforts great hospitality,Excellent Experience at Sofitel,1
stayed business hotel upgraded suite without asking gorgeous opulent spacious well fully equipped everything want comfortable beds staff excellent chance breakfast great choice,Amazing,1
amazing upgraded 14th floor rooms nice courteous staff always smiling helpful accommodated room breakfast sick daughter kids happy enjoy pleasant rooms,A nice and short stay,1
excellent short stay stayed beautifully appointed suite one best equipped rooms professional might expect smart ready work table excellent teacoffee corner highly functional comfortable bathroom change areahighly recommended,"Awesome Service, Mouthwatering Food & Courteous Staff",1
stayed couple hours landed dawn mumbai airport sydney business meetings mornings bkc booked hotel primarily freshen room well decorated well maintained staff friendly enthusiastic though couldnt breakfast lack time time checkout one staff insisted least glass juice take along nice gesture overall good short stay,Good Conference Facility,1
beautiful place good environment warm helpful people staff polite cordial good hotel blend modernization tradition easy locate good location easy travel lovely food ambience,Hi Tea at Sofitel Mumbai BKC,1
nice hotel amenities good staff made difference staff went way make sure everything order needed anything second time stayed hotel hesitate go back rooms quiet challenge mumbai,Excellent,1
awesome hotel every best hospitality great ambiance conference ball room everything perfect space tea lunch break compact will recommend hotel businessfamily stay,"Excellent Hotel, Great Service and Very Courteous Staff",1
short sweet stay sofitel service exemplary right check smooth check 3 yr old enjoyed pamperingthe rooms fresh chef speciality restaurant jyran mr qureshi deserves special mention amazing tawa biryanithank,"Functional, Smart,and Comfortable",1
superb guest service minute arrive hotel staff made every effort go beyond stay team extremely attentive paid every attention detail club millesime access really nice addition stay break away work evenings rooms exceptionally comfortable certainly great nights sleep dining options hotel made difficult leave thoroughly enjoyed service staff fantastic experience hotel comes highly recommended back soon thank sofitel bkc,Nice short stay,1
pondicherry cafe nice buffet place order cake extremely delicious housekeeoing staff polite courteous definitely lill expensive visit,Superb Hotel ,1
chose sofitel convenience 2mins walking proximity us consulate visa purpose arrival gentleman reception guided us upgrade room club room top 14th floor advantage nominal amount free 24 hrs access club lounge relax guests hold business meetings added lounge given point day night variety small eats fantastic salads beveragesjuices served enjoyed sparkling wine evening part club millesime hospitality lounge experience enhanced efficiency warmth hemlata rohan mayur rohan varsolkar especially relentless attending micro,A very pleasant stay,1
excellent customer service extend personal service rendered eg pondicherry restaurant mr abu hell provide variety great daily recommendations will make tastebud melt housekeeping team ofjagannath prapeep mayu exceptionally wonderful room well kept bed soft feather making looking forward sleep im back work day even go beyond duties considering needs room make stay exceptionally comfortable thus making stay best hotels ive stayed thus far will definitely stay sofitel mbc mumbai im back thanks guys,Loved It ,1
top level loyalty hilton marriott hotel closer wanted glad stayed rather normal choices booked suite wasnt much regular room included transport airport moment arrived treated rock star princess care attention received phenomenal notified advance flight waiting airport didnt track 1am arrived relief needs stress already tired confused upon walking hotel staff waiting greet took straight room standing counter handled everything,Splendid stay ,1
one best hotel visit amd stay mumbai suburbs awesome packages along food pool rooms economically best compared five stars personal rating will 910,Great find in Mumbai,1
stayed sofitel bkc 2 months now possess authority report best hotel ive stayed terms overall experience whole place beautifully kept stylish rooms especially extremely well decorated comfortable best sleep ive years food fantastic restaurants ate jyranartisanpondicherry staff incredible genuinely friendly professional obviously passionate work trip work intense guys made absolute pleasure come home evening great location within commercial district bkc close office simple cabautorick ride bandra west kurla special mention,One of the most sofiticated hotels in BKC,1
short stay hotel recently one best experiences ive hotel recent past mr clifford reception particularly helpful warm every staff met really warm helpful tuskers restaurant especially exquisite food good made experience spectacular staff restaurant helped order recommendation proved really good restaurant manager mr narayan real nice guy extremely warm made dining experience special one went way make comfortable bit sick helped getting warm drink soothe pain recommend everyone visiting mumbai definitely try restaurant,Immensely comfortable & satisfying experience,1
stayed sofitel mumbai bkc lunch dinner hotel restaurant tuskers two rooms access exclusive lounge rooms available space ample well designed coffee machine provide great morning kickstarter espresso bose ipodiphone station plays great music bathrooms translucent etched glass walls keeping mind conservative families well modern design cues see hotels world house keeping guys helpful responsive pool area beautiful place well lit pool accessible evenings loungers placed area order beverages snacks good view area ill add pictures,A very friendly and homely 5* hotel especially when you're away from home,1
due husbands work opportunity stay sofitel bkc really went way make us feel home made sure children products soap pens crayons pool awesome go staff friendly accommodating food pondicherry cafe really good especially breakfast buffet hope come back another fantastic experience kitchenette gave us flexibility make home made food well,The best hotel ever - this is a real find,1
truly great experience conference room luxurious decor great including largish bathroom work desk comfortableperhaps business hotel maybe bit overwhelmong even luxury element room downsized great good brakfast spread,Five star in BKC,1
everything upscale hotel great hotel rooms spacious clean full amenities staff wonderful take great care customers always smiling attentive helpful amenities room hotel abundant club millisime great food options great three restaurants overall ambiance superb ofcourse location hotel bkc helpful,A very special place to stay when on extended work assignment,1
stayed sofitel bkc mumbai 6th june 2016 15th june 2016 never long business stay hotel india hotel diamond beautiful look yes work perfection credit people run much passion care lets start mr biswajit chakraborty gm true leader lives breathes bonjour namaste ideology hotel inspires friendly colleagues precise yet flexible suit guest needs able experience first handthe trio manoj jangid amit basu benoy kuruvilla managers par excellence performing professionals go way make guests feel home charming elegant parinaz driver markets brand built,short stay,1
visit mumbai regular basis stay sofitel mumbai bkc im platinum member always stay 14th floor lounge level team amazing helpful open listen need decide visit mumbai either business vacation stay look three musketeers lounge sujayrahul mayur,Pleasant stay,1
wonderful family dinner time jyran sunday evening surprisingly restaurant less crowd got good seating area ambiance nice accor plus members frequent visitors come multiple times jyran known authentic north indian cuisine aromas flavours sure will wonderful time delicacies sunday evening well spent eat food wo onion garlic chef shadab ahmed qureshi helped us choosing dishes taste lovely without spices adding magic flavours food awsome especially dahi kababs cheese naan saffron naan veg pulav aromatic flavours,Long stay at Sofitel,1
definitely one nicer properties mumbai centrally located close south north mumbai property fairly new well maintained staff courteous friendly food good overall nice place overcrowded yet wonderful city mumbai,Superb Hotel & Location,1
year hosted annual conference hotel sofitel bkc mumbai reason keep coming back excellent service great coordination among house staff sofitel invited guests happy stay arrangements airport transfers without hassles quick breakfast pondicherry cafe lovely great spread event scheduled two whole days operations team lead sagar kulkarni assisted deepak negi amol abhay naresh ensured quick turnaround absolutely perfect arrangements chef prathamesh chef amar dwivedi chef sanket joshi suggested great varieties keeping mind profile people attending conference sashika rai event coordinator made things absolutely smooth khyati,Beautiful Hotel-Great Service-Fantastic Stay,1
organised week long conference sofitel awesome experience service great banquets well organised rooms superb special thanks sasika support conference samrudh great service regarding rooms will definitely consider hotel future events,A long stay paradise ,1
stayed sofitel 2 nights truly memorable experience mr amit paradkar welcomed us reception truly beginning many good things come room upgraded suite simply amazing stay comfortable luxurious offered late checkout well house keeping staff especially pooja brilliant overall mention overwhelmed hospitality warmth entire staff sofitel initially stay 1 night first days stay without hesitation extended stay 1 night food buffet spreads excellent sum thank amit staff making sofitel experience indeed,Amazing stay,1
returned last evening staycation fabulous sofitel mumbai bkc 1st enjoyed much weve decided will whenever long weekend hassles travel made weekend relaxing spending time together last saturday husband son checked prestige suite 8th floor speedy check explored suite comprised stylish living area sofa armchairs tv bose dvd system desk well stocked washroom wc spacious bedroom accommodated extra bed teen aged boy ease another tv bose dvd player illy coffee machine capsules ensured craving good coffee always met delightful surprise,Family Dinner at Jyran,1
sofitel bombay nice hotel luxury clean room well maintained staff helpfull hotel near airport enjoyed spa reception arrival friendly deliciuos beverage offered checking internet available good liked lot sofitel recommend hotel move around car taxi must,Good property to stay in Mumbai,1
great hotel regards location room space layout services spent one night felt home found quality everything used even toiletries better used far hotel india infrastructure superb quality eg even curtains automatic got wifi breakfast complementary superb quality staff polite prompt find anything complain strive maintain quality,Business Meetings and Events Destination,1
one best stay experienced hotel staff helpful courteous hospitality mr samrudha awesome room comfortable well equipped must visit hotel say home away home,Great hotel for corporate events,1
excellent hotel located bkc new happening place nights dinners location excellent 30mins max airport near bandra south sidebusiness district 50mi s via sea link check soda wala bottle opener something evenings walk want great brekkie range ind western food will come business trip,Excellent Staff and Amazing Hospitality,1
short two days business trip mumbai stayed sofitel bkc beautiful property expect sofitel service made exceptional tired arrived 40h travelling happy find room ready 11am checkin happened smoothly room service exceeded expectations everyone took extra mile make stay nice possible club millesime perfect biswajit trupti merwyn thanks making stay special,Luxury Mumbai Staycation - French Style,1
doesnt classy ambience 5 star hotels lunch buffet good spread staff polite reception area small decoration classy room rates expensive 5 star hotels,Is a nice and luxury hotel,-1
great staff great management ball boy manager every one works professionally every money spent worthwhile booked larger venue grand salon really liked ambiance chandelier gives extra edge,You will feel like being at home here,1
hotel stay extremely comfortable good room service food served restaurant nice good variety really enjoyed fitness center spacious full blown dumbbell rack 3 kinesis machines lots cardio options internet connectively amazing 8 mbps hotel connect multiple devices location premium highly recommend staying hotel,Awesome experience,1
best time sofitel bkc mumbai last year going property every year 2013 surprise hospitality every time visit staff sofitel bkc exceptional make stay special wife thank staff members rooms beautiful food 1 negative thing hotel pool big enough swim rest hotel outstanding cant wait come back ps special thanks mr zubin making stay anniversary memorable,Great business hotel in great location,1
booked hotel break fr two days relax swim n enjoy spa unfortunately pool repairs didnt mention booking stayed club class rooms best stay category access club good fabulous spread almost day round u wanna spend time hotel best place,Awesome service,1
husband business joined leisure excellent location good food breakfast devine variety things choose waited alex mornings excellent job certainly will come back,Doesn't seem like a 5 star hotel,1
sofitel mumbai dinning restaurants great place lovely ambience comparatively closer airport bandra away usual hustle bustle mumbai,The best hotel to organize small and large type events,1
stayed 5 days official visit one best luxury hotels mumbai offer rooms big nicely decorated excellent food wine collectionstaff front desk make sure comfortable stay,Good hotel but slightly expensive,1
beautiful hotel delight jyranreviews short express experience restaurant staff best welcome service chefs seriously need saluted keeping brand sofitel accor whole homely touch surely return back recommend friends family regards akshay shetty,Incredible Sofitel Mumbai BKC experience ),1
hotel location good staff friendly courteous rooms kept tidy bed mattress comfortable executive lounge nice place chill gym supervised knowledgeable person overall stay good,Leisure trip,1
hotel sofitel place comfortof home staff taking great care take care willing assist offer services take care needsthe club millesium offers excellent service cocktails prepared mr merwin world visit sofitel club millesium will want ho regular visitor 54th visit,Excellent service,1
nice hotelvisit sofitel mumbai bkc family lunch wanted book room akshay reception assisted well help us show hotel rooms hotel show round thanks akshay help will definitely come stay,Great food,1
geographically situated place close business areas mumbai airports service good best serves purpose rooms nice fully equipped modern day amenities pricesd premium worth stay,Luxury hotel with nice location,1
asked thing service received stay expectationthe hospitality given mr samrudh club millesime brilliant hotel everything makes trip comfortable home,A homely experience at the Jyran restaurant,1
great location bang bkc world lower parel nariman point vikhroli navi mumbai far wonderful spacious rooms aesthetic interiors great coffee shop endless buffet helpful staff concierge efficient check snd checkout,Comfortable stay,1
staff service truly exceptional hotel room decoration bit excessive lot wasted spaces view espresso machines rooms nice touch none worked properly two stays nice gym helpful knowledgable staff exceptional restaurants experienced best nam life 4000irp per head though,home away from home,1
superb service across hotel 19th time ive stayed every time excellent sagaryadav housekeeping especially helpful front house personal oyster khyati etc stayed family team couldnt helpful highly recommended hotel,Nice hotel and helpfull staff,1
preferred hotel mumbai will never change hotel greatest aspect service arrival departure works fantastic used hotel driver go meetings good option traveled beginning flu night become sick called concierge asking medicine 4 helped measure efforts make sure feeling better eaten jiran hotel bar live music third time hotel will always come back granted access club 14th floor maybe time refurbish hotel even though perfectly working feels time improve becomes issue,Good hotel in luxury hotel Category,1
couldnt asked better time away craziness city within happened present thai food festival fabulous papaya salad favourite mention great hospitality offered mr shahrom team made sure received personalised attention ensured stay perfect,Excellent Hotel with Marvelous Service,1
went celebrate 12th wedding anniversary greeted floral bouquet surprise cake room hotel room comfortable luxurious amenities breakfast buffet good spread jain given much options staff took efforts provide options best order outside,Expansive hotel,1
sofitel one best hotels mumbai basis product quality service standard rooms spacious well designed well maintained stayed staycation offer weekend celebrate engagement staff exceptionally brilliant attention detail courteous front office team ensured preferences well take care special thanks yuvraj reception took reservation coordinated rest team ensure comfort even working night shift experienced spa room dining coffee shop lounge pool stay must compliment spa services one best mumbai exhotelier usually easy,Exceptional service,1
stayed sofitel bkc travelling business le club gold membership receptionist gave top floor room good view hotel pleasant surprise check seamless decor looks brand new outside rooms best part rooms addition looking gleamy new well stocked maintained items business traveller might need impressed attention detail good value money close business centres bkc,Superb service,1
good hotel bkc service goodthe ambience gooda good business hotelthe rooms big ambiance goodthe bathroom big well stocked housekeeping good,"Service, Service , Service , Service The best hotel in Mumbai ",1
nice hotel area nice clean selected club room surprise room big even lounge one biggest club lounge even give 24hr service lounge,Best city break,1
stayed one night room great staff courteous friendly restaurants great huge variety food choose facilities pool gym nice adequate enjoyed stay recommend one stay hotel without hesitation krishnan,Anniversary celebration,1
visited sofitel tuskers celebrate 35th anniversary beloved parents truly delighted overall experience tuskers really thank narayan kalal entire staff excellent service care making experience memorable one narayan kalal welcomed us made sure great time father keeping well narayan made sure chef met father brought right things consume chef kind enough customize food ordered separate serving father will certainly recommend fellow members visit sofitel tuskers celebrating special occassions thank,One Of The Best In Mumbai,1
hotel last week privilege shown property one hotel staff ms erika pinheiro hotel beautiful interiors number restaurants even vegetarian restaurant cigar room staff polite time pass say bonjour namaste wonder hotel top 3 hotels mumbai definitely go back hotel mumbai,One of the best hotels in Mumbai,1
stayed hotel couple days business trip chose hotel based friends suggestion luxurious modern hotel breakfast one best highly recommendable hotel business leisure stays,Good,1
pondichery cafe exciting ambience great view delighted buffet different kinds cuisine servedservice staff excellentespecially great thanks chef vividh professionalchef good knowledge great sense humor great pleasant evening,luxury stay,1
first congratulate team sofitel success achieving brand hotel bkc mumbai really impressed hotel energetic enthusiastic teamwork saw everyone staff pulled weight meet customers requirement help needed sofitel bkc next name luxury comfort service second none someone asked chose sofitel bkc often visited hotels informed sofitel bkc second home facilities service impeccable word luxury sofitel accor groups high luxury hotel awesome experience rooms themed give u best stay bed design bathroom,Excellent Hotel,1
wellrun professional hotel stay away hustle bustle city hotel extremely comfortable wellmaintained staff excellent make feel well home internet good ease use speed highly recommendable hotel business leisure stays well situated airport,Excellent place to celebrate with family,1
comfort home staff courteous take excellent care guest everyone willing make stay comfortable memorable food awesome ambience good certainly recommending colleagues friends stay hotel,Great Experience,1
visited anniversary werent disappointed right check got upgrade checkout everything great hotel staff helpful courteous room service good well worth staying,Excellent hotel in Mumbai,1
first trip mumbai hospitality great people taking really care comfort managed right level ie warm caring people special thanks marshneil fernandes sanket vedak clifford fernandes team members vegetarian restaurant will remember will come back see soon,lavish buffet,1
stayed wife prior visa interview close us embassy walking distance excellent hotel rooms great amenities fantastic breakfast spread staff courteous attentive bkc area highly recommend hotel,Home Away From Home,1
stayed sofitel bkc several occasions must say every time service par excellence rooms tidythe decor impeccableand staff exceptionally courteous make every effort make stay comfortable try look every single requirement home away home,Sofitel Mumbai,1
one loves eating sea food hit place kinds sea food served hotel area great little remote area great food awsome hospitality beautiful hotel decor,Excellent stay at Sofitel Mumbai,1
excellent hospitality rooms restaurant specially staff working entusatic chef muni gr88 love club millesime staff working specially merwyn mayur reception clifford good always recognise well special note housekeeping team room cleaned well u enter room u feel luxury freshness thankyou,Excellent hospitality,1
last week friends dinner sofitel pondichery cafeit awesome food variety food great buffetstaff greatespecially chef vividh approachablethanks nice evening,Kindness and wonderful stay at Sotitel BKC,1
thanks priyanka ur wonderful service provided stay service beyond expectations thanks every1 met stay great hospitality food really great,Phenomenal,1
short stay wife service level good compare star hotels wife wants say special thanks lady priyankawho helped stay absence wenever needed something lady always ther help outthe breakfast spread good,Business trip to Mumbai,1
facilities great room fresh clean staff pleasant friendly property live music happy hour cafe weekdays 6 7 please re confirm love place,Awsome food and great stay,1
staying sofitel bkc 4 nights expectation sofitel standard deliver absolutely beyond expectation room upgraded given free access club lounge free breakfast everyone super genuinely friendly share smiles greet everytime meet even name ensuring comfortable stay internet free decent speed room price quite high room quite small mumbai property cost high much understandable thing must fix maybe breakfast variety quite boring thank ms kirsten concierge club millesime team mr denver mr merwyn mr samrudha ms ami guest relation manager done part make stay,Excellent,1
sofitel mumbai experience outstanding exceptional moment entered hotel every staff member encountered extremely courteous helpful efficient professional son became ill treated well staff resident doctor standards room public areas dining areas high terms functionality design great aesthetic feel hotel hotel good staff mention name absolutely outstanding professionalism advice kindness mr mahadev ingale solved every problem ongoing travel issues professional friendly manner worth weight gold nothing,Great food,1
hotel perfect french touchright checkin checkouteverything smoothspecial mention vrushali reception great help loved food jyran pondicherry caféexcellent food servicewell shortthis first visit will definitely keep comingam still waiting complimentary dinner 2 vouchershehe cheers,Superb-),1
stayed night appear us visa interview hotel best located bkc staff warm attentive rooms luxurious breakfast awesome one widest spreads seen till date loved short great stay,FRIENDLY ENVIRONMENT,1
stayed 6 months old daughter last month incredible experience staff polite helpful food good tasty offered provide baby food diapers bottle sterilization luggage stuck airport quite relaxed baby related items taken care staff available beck call,A NICE BREATHER FROM THE WHIZZ,1
experience sofitel really wonderful ultimate specially locationfacilities experienced helpful staff hotel stay found everything everyone sofitel pondicherry cafe day dining restaurant seen first time wine tower bar theres collection rare wines perfect destination wine lovers kitchen lobby open see favourite food preparation 2 separate tandoors veg non veg preparation gives fabulous look kitchen area vegetarian favourite place tuskers restaurant provides pure vegetarian jain marwari delicacy 1st floor tuskers one must try thali food previous visit visited jyran restaurant sofitel,"ABSOLUTELY, Beyond expectation",1
third visit usual service excellent quick online reservation late check 5 pm arranged lovely king suite free transport nearby asian heart hospital come annual checkup took cab hotel navi mumbai easily arranged excellent service alwayes definitely worth recommending,Absolutely wonderful experience,1
experience sofitel mumbai ultimately wonderful may big fan decor managed used days especially positive attitude overall pleasant demeanor among staff hotel thanks hotel now raised expectations comes hotel staff people professional warm welcoming breakfast pondicherry cafe everyday stay look forward food flawless continue rave even im back home kudos chefs staff cafe worth mentioning farzana abu girish rohan many others whose names cant remember made trip ground floor every morning,C'est vraiment magnifique,1
nice pleasant stay 1 week facilities helpful careful staff sofitel pure french tradition chicha bar great atmosphere even help enjoy friends well located bkc area always ask staff taxi even bargain,TRULY LUXURY,1
service great start reception till checkedout room nice comfortable location much approachable close domestic airport spirit hotel staff take oppturnities appreciate mr anupam,Excellent Service and hospitality,1
hotel last weekend friendsit wonderful memories room service food excellentexpecially checkin checkout fast highly professional staff front desk highly recommended,Excellent & most beautiful luxury hotel,1
sofitel experience best hotel stay sure rather pricey pay facilities magnificent room comfortable well appointed really sets sofitel apart staff every member staff encountered represented fantastic service especially rahul met breakfast morning mention though bkc somewhat set apart city suggest venturing downtown want real feel mumbai rather staying business district,short stay at sofitel bkc mumbai,1
good stay staff looked comfort right checkin checkout highly recommended business family stays first time will surely back soon food outstanding rooms,Very pleasant and interesting stay,1
frequent visitor sofitel bkc mumbai always best experience ambience food staff always liked food restaurants sofitel unique food authentic appreciate staff namely cinderella cynetra dhirga raj service positive attitude toward customers,A business man hotel,1
event good well managed special thanks sashika rai making event successful clients happy services bit challenge hold event near pool open area food av liquor services good menu excellent variety options will event sofitel,Warm Welcome by Great People,1
price point mumbai lot options terms 5 star properties nothing beats club rooms sofitel lounge finest city designer chic meets contemporary elegance coupled butlers merwyn understand hospitality smile whether business city leisure sofitel remains first port call,Excellent experience,1
stayed multiple 5 star rated hotels one different property equipped everything need staff exceptionally well trained professional extremely warm genuine hope stay every time go mumbai,"Exquisite facilities, fantastic staff",1
decided stay right decision food goodplace quitelocation excellentservice staffs polite courteousgrt time happy choose hotel thanks frds recommending hotel,First time awesome stay,1
pleasant experience one best hotels situated heart mumbai convenint travel touch french cuisine adds charm wonderful experience hope visit,Visit to Sofitel for CIO Events and Private Parties,1
u will find mayur dharekar priyanka abu vinit reception full set bell boys food delivery shabana phone everybody oozing good quality hospitality though vertical mumbai star property everything made brick mortar people around place frenchmen enjoy training front end people happy please gods sake maintain sanctity n rajesh,Security Weaver Event - 20th May Sofitel BKC Mumbai,1
great experience hotel location restaurant amazing staff friendly helpful will recommend place friends travelers city rooms noisy,Club Millésime @ Sofitel is unrivalled,1
ive stayed multiple times positive hotel meetings bkc area dont intend walk night much area hours great hotel chill breakfast buffet quite diverse service wonderful time staff general positive feel working unlike hotels wonderful indian vegatarian restaurant superb rooms bit unusually designed squarebox shaped room youll odd corners elbow bumping youre tall standard rooms little space dine plan overall youre area business chose trident,One of the most comfortable experiences,1
stayed hotel two days family best hotel u stayed amongst 5 star hotels start airport pick check check outrestaurants excellent well trained front desk team made stay memorable will visit soon team sofitel rocks,Best Hotel,1
two day sofitel really amazing thank much two teddy bears board games gifted kids throughly enjoyed stay taken much efforts gift really appreciate gesture sofitel great hotel surely come back soon cheers hope see soon,Stay at the sofitel property,1
pleasant experience staying sofitel mumbai hospitality excellent staff hotel service want even food place decently good vicinity place beautiful area nice go family friends relaxing stay,U should fall in love with this place if u are even unhappy with yourself,1
delightful experience loved stay almost forgot business trip every thing including staff interiors services prompt upto mark thanks wonderful experience,Great experience,1
great food excellent hospitality ambience suits everyone worth experience around mumbai best part connectivity major attractions mumbai property located hub will certainly come back experience one best,If you're doing business in the Bandra-Kurla Complex area,1
visited pondicherry cafe buffet lunch 1st wedding anniversary jan everything perfect starting location ambience food staff hospitality extended class apart given tour dishes served head chef detailed explanation dish laid table decorated within minutes flowers soon staff made aware celebrate anniversary sofitel hospitable even presented us little anniversary cake make lunch even special memorable staff curtious made sure table looked perfection food amazing desserts die overall amazing visit,A Awesome place to stay,1
customer delight experience make commit reserve destination schedule upcoming events delegate rated sofitel experience outstanding status recommend social network sofitel,Feel of french culture,1
trip jan 2016 staff good helpful hotel rooms nice clean ambience wonderful food amazing overall looking hotel stay mumbai highly recommend hotel go,Pleasant experience,1
transparent ate excellent brunch friends food incredible atmosphere welcoming staff exceptional great brunch best keep going,Hospitality at its best,1
nice place good ambience excellent service sumptuous food appropriate music bar menu staff courteous attentive go way make guest comfortable highly recommend place regards rahul dutia,Excellent option around Mumbai,1
short stay enjoyed lot entrance til reach room every one energetic special thanks ladypriyanka helped lot stay even small query quick resolve great service forgot name server taking care table sorry good always smiling special thanks management wonderful team take care customer,1st Wedding Anniversary,1
good experience sofitel food quality awesome ambience good multiple choices restaurants one roof staff welcoming fun friends thank u guys royal treatment,Our experience with Sofitel services was delighted,1
sofitel mumbai bkc one comfortable hotels stayed thoroughly enjoyed time unfortunately north mumbai much mumbai offer good distance away nightlife near hotel said best mumbai though looking quite comfortable place dont mind hiring driver see tourist sites fantastic place stay,Excellent place to be,1
location hotel near airport property good ambeince beautiful rooms highly luxurious comfortable hotel thanx mr yuvraj upgrades helped rest staff helpful,Sunday Brunch at Pondichery cafe,1
shefali one beautiful hotels hv stayed amazing staff loved everythingthe food upto mark view frm room excellent thank u farzanail surely recon friends n hope c u allvery soooooon,Artisan Bar,1
simply amazing hotel will cater needs mumbai located financial district quiet evenings something found pleasent town days reccomend breakfest extragavanza choices dangerously good,Enjoyed,1
second visit sofitel bkc property love city country lets face somewhat chaotic sofitel bkc wonderful people provide much sought sense peace calm time around hosting 2day training programme events team professional efficient extremely helpful helpfulness indian way minor criticism quality food wine club lounge improved service restaurant bar little disorganised overall though great business hotel,Excellent service and welcoming staff,1
60th birthday dinner uncle family friends main buffett room excellent spread lots variety good drinks hospitable staff mind blowing desserts highly recommended destination mumbai,Excellent Hotel but Far from the Sites,1
tiring days bkc recomended hotel colleague soon enter hotel aesthetics look splendid pondicherry cafe nice easy seating well maintained lifestyle hotel bkc looking forward spa services coming weekend,Very Good Ambience,1
visited sofitel company event hotel ambience nice staff polite courteous food served good event overall best will rate 5 star services,great one of the most beautiful hotels I hv stayed in amazing staff loved everythingthank u farzana,1
easily accessible airport beautiful colorful decors staff helpful proactive rooms pleasant clean well maintained thank much hospitality received stay keep good work looking forward visit,Amazing,1
